Indicator,Date,Measure,Area,Characteristic,Breakdown,Value,LCI,UCI,
Deaths with any mention of diabetes (covid deaths),2009,Count,Wales,Persons under 75,Type 1,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2010,Count,Wales,Persons under 75,Type 1,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2011,Count,Wales,Persons under 75,Type 1,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2012,Count,Wales,Persons under 75,Type 1,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2013,Count,Wales,Persons under 75,Type 1,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2014,Count,Wales,Persons under 75,Type 1,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2015,Count,Wales,Persons under 75,Type 1,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2016,Count,Wales,Persons under 75,Type 1,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2017,Count,Wales,Persons under 75,Type 1,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2018,Count,Wales,Persons under 75,Type 1,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2019,Count,Wales,Persons under 75,Type 1,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2020,Count,Wales,Persons under 75,Type 1,9,[x],[x],
Deaths with any mention of diabetes (covid deaths),2021,Count,Wales,Persons under 75,Type 1,10,[x],[x],
Deaths with any mention of diabetes (covid deaths),2022,Count,Wales,Persons under 75,Type 1,2,[x],[x],
Deaths with any mention of diabetes (covid deaths),2002,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2003,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2004,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2005,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2006,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2007,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2008,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2009,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2010,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2011,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2012,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2013,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2014,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2015,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2016,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2017,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2018,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2019,Count,Wales,Persons under 75,Type 2,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2020,Count,Wales,Persons under 75,Type 2,157,[x],[x],
Deaths with any mention of diabetes (covid deaths),2021,Count,Wales,Persons under 75,Type 2,201,[x],[x],
Deaths with any mention of diabetes (covid deaths),2022,Count,Wales,Persons under 75,Type 2,34,[x],[x],
Deaths with any mention of diabetes (covid deaths),2002,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2003,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2004,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2005,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2006,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2007,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2008,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2009,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2010,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2011,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2012,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2013,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2014,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2015,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2016,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2017,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2018,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2019,Count,Wales,Persons under 75,Unspecified,0,[x],[x],
Deaths with any mention of diabetes (covid deaths),2020,Count,Wales,Persons under 75,Unspecified,63,[x],[x],
Deaths with any mention of diabetes (covid deaths),2021,Count,Wales,Persons under 75,Unspecified,49,[x],[x],
Deaths with any mention of diabetes (covid deaths),2022,Count,Wales,Persons under 75,Unspecified,7,[x],[x],
Deaths with any mention of diabetes by underlying cause of death chapter,2020-2022,Count,Wales,Persons,Certain infectious and parasitic diseases,153,[x],[x],
Deaths with any mention of diabetes by underlying cause of death chapter,2020-2022,Count,Wales,Persons,Diseases of the genitourinary system,238,[x],[x],
Deaths with any mention of diabetes by underlying cause of death chapter,2020-2022,Count,Wales,Persons,Diseases of nervous system,359,[x],[x],
Deaths with any mention of diabetes by underlying cause of death chapter,2020-2022,Count,Wales,Persons,Diseases of the digestive system,572,[x],[x],
Deaths with any mention of diabetes by underlying cause of death chapter,2020-2022,Count,Wales,Persons,Mental & behavioural disorders,698,[x],[x],
Deaths with any mention of diabetes by underlying cause of death chapter,2020-2022,Count,Wales,Persons,Diseases of the respiratory system,"1,066",[x],[x],
Deaths with any mention of diabetes by underlying cause of death chapter,2020-2022,Count,Wales,Persons,Malignant neoplasms,"1,371",[x],[x],
Deaths with any mention of diabetes by underlying cause of death chapter,2020-2022,Count,Wales,Persons,"Endocrine, nutritional and metabolic diseases","1,460",[x],[x],
Deaths with any mention of diabetes by underlying cause of death chapter,2020-2022,Count,Wales,Persons,COVID-19,"1,525",[x],[x],
Deaths with any mention of diabetes by underlying cause of death chapter,2020-2022,Count,Wales,Persons,Other,"1,941",[x],[x],
Deaths with any mention of diabetes by underlying cause of death chapter,2020-2022,Count,Wales,Persons,Diseases of the circulatory system,"3,355",[x],[x],
COVID-19 deaths with any mention of diabetes by type,2020,Count,Wales,Under 75,Not diabetic,880,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2020,Count,Wales,Under 75,Type 1,9,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2020,Count,Wales,Under 75,Type 2,157,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2020,Count,Wales,Under 75,Unspecified,63,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2021,Count,Wales,Under 75,Not diabetic,904,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2021,Count,Wales,Under 75,Type 1,10,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2021,Count,Wales,Under 75,Type 2,201,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2021,Count,Wales,Under 75,Unspecified,49,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2022,Count,Wales,Under 75,Not diabetic,245,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2022,Count,Wales,Under 75,Type 1,2,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2022,Count,Wales,Under 75,Type 2,34,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2022,Count,Wales,Under 75,Unspecified,7,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2020,Count,Wales,All persons,Not diabetic,3670,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2020,Count,Wales,All persons,Type 1,17,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2020,Count,Wales,All persons,Type 2,518,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2020,Count,Wales,All persons,Unspecified,175,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2021,Count,Wales,All persons,Not diabetic,2986,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2021,Count,Wales,All persons,Type 1,13,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2021,Count,Wales,All persons,Type 2,532,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2021,Count,Wales,All persons,Unspecified,119,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2022,Count,Wales,All persons,Not diabetic,1192,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2022,Count,Wales,All persons,Type 1,4,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2022,Count,Wales,All persons,Type 2,123,[x],[x],
COVID-19 deaths with any mention of diabetes by type,2022,Count,Wales,All persons,Unspecified,24,[x],[x],
Deaths with any mention of diabetes by sex and age,2002,Crude rates,Wales,75+ Male,Non-covid deaths,565.7,[x],[x],
Deaths with any mention of diabetes by sex and age,2003,Crude rates,Wales,75+ Male,Non-covid deaths,552.4,[x],[x],
Deaths with any mention of diabetes by sex and age,2004,Crude rates,Wales,75+ Male,Non-covid deaths,601.2,[x],[x],
Deaths with any mention of diabetes by sex and age,2005,Crude rates,Wales,75+ Male,Non-covid deaths,631.9,[x],[x],
Deaths with any mention of diabetes by sex and age,2006,Crude rates,Wales,75+ Male,Non-covid deaths,584.4,[x],[x],
Deaths with any mention of diabetes by sex and age,2007,Crude rates,Wales,75+ Male,Non-covid deaths,611.3,[x],[x],
Deaths with any mention of diabetes by sex and age,2008,Crude rates,Wales,75+ Male,Non-covid deaths,658.8,[x],[x],
Deaths with any mention of diabetes by sex and age,2009,Crude rates,Wales,75+ Male,Non-covid deaths,619.6,[x],[x],
Deaths with any mention of diabetes by sex and age,2010,Crude rates,Wales,75+ Male,Non-covid deaths,607.9,[x],[x],
Deaths with any mention of diabetes by sex and age,2011,Crude rates,Wales,75+ Male,Non-covid deaths,685.5,[x],[x],
Deaths with any mention of diabetes by sex and age,2012,Crude rates,Wales,75+ Male,Non-covid deaths,676.6,[x],[x],
Deaths with any mention of diabetes by sex and age,2013,Crude rates,Wales,75+ Male,Non-covid deaths,657.9,[x],[x],
Deaths with any mention of diabetes by sex and age,2014,Crude rates,Wales,75+ Male,Non-covid deaths,711.1,[x],[x],
Deaths with any mention of diabetes by sex and age,2015,Crude rates,Wales,75+ Male,Non-covid deaths,733.5,[x],[x],
Deaths with any mention of diabetes by sex and age,2016,Crude rates,Wales,75+ Male,Non-covid deaths,721.5,[x],[x],
Deaths with any mention of diabetes by sex and age,2017,Crude rates,Wales,75+ Male,Non-covid deaths,778.2,[x],[x],
Deaths with any mention of diabetes by sex and age,2018,Crude rates,Wales,75+ Male,Non-covid deaths,823.9,[x],[x],
Deaths with any mention of diabetes by sex and age,2019,Crude rates,Wales,75+ Male,Non-covid deaths,787.5,[x],[x],
Deaths with any mention of diabetes by sex and age,2020,Crude rates,Wales,75+ Male,Non-covid deaths,892.4,[x],[x],
Deaths with any mention of diabetes by sex and age,2021,Crude rates,Wales,75+ Male,Non-covid deaths,851.9,[x],[x],
Deaths with any mention of diabetes by sex and age,2022,Crude rates,Wales,75+ Male,Non-covid deaths,935.8,[x],[x],
Deaths with any mention of diabetes by sex and age,2002,Crude rates,Wales,75+ Female,Non-covid deaths,431,[x],[x],
Deaths with any mention of diabetes by sex and age,2003,Crude rates,Wales,75+ Female,Non-covid deaths,431.3,[x],[x],
Deaths with any mention of diabetes by sex and age,2004,Crude rates,Wales,75+ Female,Non-covid deaths,460.1,[x],[x],
Deaths with any mention of diabetes by sex and age,2005,Crude rates,Wales,75+ Female,Non-covid deaths,436.8,[x],[x],
Deaths with any mention of diabetes by sex and age,2006,Crude rates,Wales,75+ Female,Non-covid deaths,465.9,[x],[x],
Deaths with any mention of diabetes by sex and age,2007,Crude rates,Wales,75+ Female,Non-covid deaths,446.8,[x],[x],
Deaths with any mention of diabetes by sex and age,2008,Crude rates,Wales,75+ Female,Non-covid deaths,479,[x],[x],
Deaths with any mention of diabetes by sex and age,2009,Crude rates,Wales,75+ Female,Non-covid deaths,482.5,[x],[x],
Deaths with any mention of diabetes by sex and age,2010,Crude rates,Wales,75+ Female,Non-covid deaths,457.3,[x],[x],
Deaths with any mention of diabetes by sex and age,2011,Crude rates,Wales,75+ Female,Non-covid deaths,464.8,[x],[x],
Deaths with any mention of diabetes by sex and age,2012,Crude rates,Wales,75+ Female,Non-covid deaths,492.5,[x],[x],
Deaths with any mention of diabetes by sex and age,2013,Crude rates,Wales,75+ Female,Non-covid deaths,506.7,[x],[x],
Deaths with any mention of diabetes by sex and age,2014,Crude rates,Wales,75+ Female,Non-covid deaths,540.6,[x],[x],
Deaths with any mention of diabetes by sex and age,2015,Crude rates,Wales,75+ Female,Non-covid deaths,542.6,[x],[x],
Deaths with any mention of diabetes by sex and age,2016,Crude rates,Wales,75+ Female,Non-covid deaths,508.2,[x],[x],
Deaths with any mention of diabetes by sex and age,2017,Crude rates,Wales,75+ Female,Non-covid deaths,510,[x],[x],
Deaths with any mention of diabetes by sex and age,2018,Crude rates,Wales,75+ Female,Non-covid deaths,575.2,[x],[x],
Deaths with any mention of diabetes by sex and age,2019,Crude rates,Wales,75+ Female,Non-covid deaths,554.9,[x],[x],
Deaths with any mention of diabetes by sex and age,2020,Crude rates,Wales,75+ Female,Non-covid deaths,584.6,[x],[x],
Deaths with any mention of diabetes by sex and age,2021,Crude rates,Wales,75+ Female,Non-covid deaths,610.6,[x],[x],
Deaths with any mention of diabetes by sex and age,2022,Crude rates,Wales,75+ Female,Non-covid deaths,622.7,[x],[x],
Deaths with any mention of diabetes by sex and age,2002,Crude rates,Wales,65-74 Male,Non-covid deaths,183.2,[x],[x],
Deaths with any mention of diabetes by sex and age,2003,Crude rates,Wales,65-74 Male,Non-covid deaths,211.7,[x],[x],
Deaths with any mention of diabetes by sex and age,2004,Crude rates,Wales,65-74 Male,Non-covid deaths,190.2,[x],[x],
Deaths with any mention of diabetes by sex and age,2005,Crude rates,Wales,65-74 Male,Non-covid deaths,202.7,[x],[x],
Deaths with any mention of diabetes by sex and age,2006,Crude rates,Wales,65-74 Male,Non-covid deaths,168.2,[x],[x],
Deaths with any mention of diabetes by sex and age,2007,Crude rates,Wales,65-74 Male,Non-covid deaths,157.7,[x],[x],
Deaths with any mention of diabetes by sex and age,2008,Crude rates,Wales,65-74 Male,Non-covid deaths,199,[x],[x],
Deaths with any mention of diabetes by sex and age,2009,Crude rates,Wales,65-74 Male,Non-covid deaths,190.7,[x],[x],
Deaths with any mention of diabetes by sex and age,2010,Crude rates,Wales,65-74 Male,Non-covid deaths,171.8,[x],[x],
Deaths with any mention of diabetes by sex and age,2011,Crude rates,Wales,65-74 Male,Non-covid deaths,173.2,[x],[x],
Deaths with any mention of diabetes by sex and age,2012,Crude rates,Wales,65-74 Male,Non-covid deaths,161.4,[x],[x],
